% program   : RTKPOST ver.2.4.2
% obs_start : 2019/10/29 01:44:23.0 GPST
% obs_end   : 2019/10/29 01:54:54.0 GPST
% pos_mode  : ppp-static
% solution  : forward
% tropo opt : saastamoinen
% ephemeris : broadcast
% antenna1  : ( 0.0000  0.0000  0.0000)
% ====================================  END OF HEADER
%  GPST           x-ecef(m)             y-ecef(m)      z-ecef(m)   Q 
2018/10/29 01:49:51.000  3664881.1705       1409191.4205        5009618.9779  6 
2018/10/29 01:49:52.000  3664881.6542       1409191.2592        5009618.9112  6 
2018/10/29 01:49:53.000  3664881.9730       1409190.2602        5009616.9134  6 
2018/10/29 01:49:54.000  3664880.0120       1409189.8405          5009617.9586  6 
2018/10/29 01:49:55.000  3664880.3721       1409189.8431          5009617.8369  6 
2018/10/29 01:49:56.000  3664880.4673       1409189.8767          5009618.1309  6 
2018/10/29 01:49:57.000  3664880.9842       1409191.1240          5009618.5894  6 
2018/10/29 01:49:58.000  3664880.4245       1409191.1475          5009618.4169  6 
2018/10/29 01:49:59.000  3664880.8917       1409190.3006          5009618.1106  6 
2018/10/29 01:50:00.000  3664879.9294       1409191.1625          5009617.9282  6 
2018/10/29 01:50:01.000  3664880.1672       1409190.1234     5009619.0548  6 
2018/10/29 01:50:02.000  3664879.9297       1409190.2446     5009620.0958  6 
2018/10/29 01:50:03.000  3664880.4507       1409191.6653     5009618.1726  6 
2018/10/29 01:50:04.000  3664880.1424       1409190.8316     5009617.8015  6 
2018/10/29 01:50:05.000  3664880.2914       1409190.0906     5009618.5029  6 
2018/10/29 01:50:06.000  3664880.0512       1409190.1349     5009618.2309  6 
2018/10/29 01:50:07.000  3664881.0646       1409190.0100          5009619.4401  6 
2018/10/29 01:50:08.000  3664880.1086       1409189.7941          5009617.7828  6 
2018/10/29 01:50:09.000  3664880.4796       1409190.5866          5009619.6210  6 
2018/10/29 01:50:10.000  3664880.9875       1409190.8418          5009619.2421  6 
2018/10/29 01:50:11.000  3664880.7457       1409188.8169          5009617.9568  6 
2018/10/29 01:50:12.000  3664881.5104       1409190.8947          5009617.1040  6 
2018/10/29 01:50:13.000  3664880.7870       1409191.0119          5009617.8391  6 
2018/10/29 01:50:14.000  3664881.9655       1409191.1379          5009618.3878  6 
2018/10/29 01:50:15.000  3664879.9658          1409191.5928          5009618.3176  6 
2018/10/29 01:50:16.000  3664880.7552          1409190.9269          5009616.6742  6 
2018/10/29 01:50:17.000  3664880.1260          1409190.4812          5009617.9501  6 
2018/10/29 01:50:18.000  3664881.3155          1409189.6535          5009617.9375  6 
2018/10/29 01:50:19.000  3664880.1331          1409191.4111          5009618.7846  6 
2018/10/29 01:50:20.000  3664881.1902          1409191.0774          5009619.0217  1 
2018/10/29 01:50:21.000  3664881.0400          1409189.9856          5009617.5530  6 
2018/10/29 01:50:22.000  3664882.5335          1409190.3500          5009618.0410  6 
2018/10/29 01:50:23.000  3664880.9192        1409191.1382          5009618.3164  6 
2018/10/29 01:50:24.000  3664882.3579        1409189.0327          5009616.9550  6 
2018/10/29 01:50:25.000  3664882.1068        1409190.2653          5009617.8908  6 
2018/10/29 01:50:26.000  3664881.5152        1409189.6135          5009617.8502  6 
2018/10/29 01:50:27.000  3664881.6560        1409190.0742          5009616.7276  6 
2018/10/29 01:50:28.000  3664881.3335     1409190.8842          5009617.3549  6 
2018/10/29 01:50:29.000  3664880.2305     1409191.9801          5009618.7403  6 
2018/10/29 01:50:30.000  3664881.8288     1409189.9033          5009617.9434  6 
2018/10/29 01:50:31.000  3664880.0593     1409190.5551          5009617.7607  6 
2018/10/29 01:50:32.000  3664881.1545     1409190.8994          5009618.3351  6 
2018/10/29 01:50:33.000  3664880.9552     1409189.5246          5009619.0543  6 
2018/10/29 01:50:34.000  3664881.0414        1409191.5039          5009616.8115  6 
2018/10/29 01:50:35.000  3664879.4521        1409190.2179          5009619.0294  6 
2018/10/29 01:50:36.000  3664881.6460        1409191.3051          5009617.6259  6 
2018/10/29 01:50:37.000  3664880.1879        1409190.9348          5009618.8559  6 
2018/10/29 01:50:38.000  3664881.4811        1409190.7902       5009618.3287  6 
2018/10/29 01:50:39.000  3664880.8769        1409192.1042       5009618.3947  6 
2018/10/29 01:50:40.000  3664881.1530        1409189.3526       5009617.0000  6 
2018/10/29 01:50:41.000  3664881.3020        1409190.8713       5009618.6892  6 
2018/10/29 01:50:42.000  3664880.2403        1409189.2895       5009618.0846  6 
2018/10/29 01:50:43.000  3664880.8550        1409190.7231       5009618.8445  6 
2018/10/29 01:50:44.000  3664881.0481        1409189.6926       5009618.8989  6 
2018/10/29 01:50:45.000  3664881.0116        1409191.2346          5009618.4881  6 
2018/10/29 01:50:46.000  3664879.8493        1409189.4589          5009617.8085  6 
2018/10/29 01:50:47.000  3664880.9905        1409191.1606          5009619.9573  6 
2018/10/29 01:50:48.000  3664879.7656        1409191.1686          5009618.3493  6 
2018/10/29 01:50:49.000  3664880.3883        1409189.9087          5009618.2822  6 
2018/10/29 01:50:50.000  3664880.7899        1409190.8101          5009617.2144  6 
2018/10/29 01:50:51.000  3664880.8999        1409188.8808          5009617.8736  6 
2018/10/29 01:50:52.000  3664881.2338        1409190.6308          5009618.9405  6 
2018/10/29 01:50:53.000  3664879.5107        1409190.3987          5009617.5235  6 
2018/10/29 01:50:54.000  3664881.8017        1409190.4897          5009618.0213  6 
2018/10/29 01:50:55.000  3664881.5840        1409191.2803          5009617.4651  6 
2018/10/29 01:50:56.000  3664880.6415        1409189.4378          5009617.9180  6 
2018/10/29 01:50:57.000  3664880.4052        1409190.5896          5009619.3803  6 
2018/10/29 01:50:58.000  3664880.2268        1409190.3175          5009617.1698  6 
2018/10/29 01:50:59.000  3664881.1645     1409190.3682          5009618.9287  6 
2018/10/29 01:51:00.000  3664880.2497     1409190.3585          5009617.9922  6 
2018/10/29 01:51:01.000  3664881.1766     1409190.0921          5009617.1230  6 
2018/10/29 01:51:02.000  3664880.8617     1409190.0849          5009617.1195  6 
2018/10/29 01:51:03.000  3664880.4502     1409189.3292          5009618.3674  6 
2018/10/29 01:51:04.000  3664880.5692     1409189.8838          5009617.9241  6 
2018/10/29 01:51:05.000  3664880.5793     1409190.9738          5009618.2995  6 
2018/10/29 01:51:06.000  3664881.6628     1409189.8772          5009618.7427  6 
2018/10/29 01:51:07.000  3664879.7504     1409189.9854          5009616.9133  1 
2018/10/29 01:51:08.000  3664881.6897        1409190.2017          5009618.5405  6 
2018/10/29 01:51:09.000  3664880.5729        1409190.2897          5009617.8648  6 
2018/10/29 01:51:10.000  3664881.2412        1409190.7522          5009618.2001  6 
2018/10/29 01:51:11.000  3664881.2692        1409191.4362          5009617.9958  6 
2018/10/29 01:51:12.000  3664881.1660        1409189.7075          5009617.6651  6 
2018/10/29 01:51:13.000  3664881.1955        1409190.9683          5009617.3061  6 
2018/10/29 01:51:14.000  3664881.2337        1409189.9198          5009618.4975  6 
2018/10/29 01:51:15.000  3664880.1251        1409189.9880          5009617.7363  6 
2018/10/29 01:51:16.000  3664881.5777        1409190.9890          5009619.7678  6 
2018/10/29 01:51:17.000  3664880.8301        1409188.8775          5009618.5130  6 
2018/10/29 01:51:18.000  3664882.0550        1409190.3889          5009617.4893  6 
2018/10/29 01:51:19.000  3664880.6669        1409190.8497          5009618.5357  6 
2018/10/29 01:51:20.000  3664880.3311          1409190.1798          5009618.3112  6 
2018/10/29 01:51:21.000  3664879.8910          1409189.3005          5009619.7972  6 
2018/10/29 01:51:22.000  3664879.8966          1409189.4748          5009617.6366  6 
2018/10/29 01:51:23.000  3664881.7578          1409190.8171          5009617.9427  6 
2018/10/29 01:51:24.000  3664880.9986          1409191.2563          5009617.8359  6 
2018/10/29 01:51:25.000  3664880.2107          1409190.7861          5009619.0821  6 
2018/10/29 01:51:26.000  3664880.1875          1409190.7210          5009618.4471  6 
2018/10/29 01:51:27.000  3664881.2329          1409190.2106          5009618.5874  6 
2018/10/29 01:51:28.000  3664881.1729          1409190.6646          5009619.2761  1 
2018/10/29 01:51:29.000  3664880.5489          1409189.7487          5009618.0194  6 
2018/10/29 01:51:30.000  3664879.7363          1409190.3159          5009617.2778  6 
2018/10/29 01:51:31.000  3664880.2157          1409191.5051          5009618.5358  6 
2018/10/29 01:51:32.000  3664881.2629          1409191.1175          5009619.1450  6 
2018/10/29 01:51:33.000  3664882.2167          1409192.1277          5009619.1565  6 
2018/10/29 01:51:34.000  3664880.4488          1409190.1037          5009617.2771  6 
2018/10/29 01:51:35.000  3664880.3959          1409190.4654          5009618.3953  6 
2018/10/29 01:51:36.000  3664880.1627          1409191.4481          5009618.2124  6 
2018/10/29 01:51:37.000  3664880.0765          1409191.5883          5009619.1349  6 
2018/10/29 01:51:38.000  3664881.3735          1409191.2309          5009619.6303  6 
2018/10/29 01:51:39.000  3664880.0268          1409191.9490          5009617.7511  6 
2018/10/29 01:51:40.000  3664879.8747          1409191.8762          5009618.0188  6 
2018/10/29 01:51:41.000  3664881.6667          1409190.7406          5009617.4141  6 
2018/10/29 01:51:42.000  3664879.6898          1409189.9689          5009617.7882  6 
2018/10/29 01:51:43.000  3664880.8430          1409190.7711          5009617.6341  6 
2018/10/29 01:51:44.000  3664881.1346          1409189.5214          5009617.6028  6 
2018/10/29 01:51:45.000  3664880.1814          1409190.9737          5009618.4160  6 
2018/10/29 01:51:46.000  3664880.3134          1409190.0394          5009618.7088  6 
2018/10/29 01:51:47.000  3664880.2216          1409190.2590          5009617.6440  6 
2018/10/29 01:51:48.000  3664882.3228          1409190.8900          5009619.0389  6 
2018/10/29 01:51:49.000  3664881.0881          1409189.5322          5009618.9774  6 
2018/10/29 01:51:50.000  3664880.3966          1409189.7181          5009618.6276  6 
2018/10/29 01:51:51.000  3664881.6658          1409190.5930          5009617.9200  6 
2018/10/29 01:51:52.000  3664880.2144          1409191.0770          5009618.3705  6 
2018/10/29 01:51:53.000  3664881.5489          1409189.5861          5009618.1649  6 
2018/10/29 01:51:54.000  3664880.5910          1409191.2010          5009619.2952  6 
2018/10/29 01:51:55.000  3664881.1211          1409190.3571          5009618.5256  6 
2018/10/29 01:51:56.000  3664881.0188          1409189.0719          5009617.8639  6 
2018/10/29 01:51:57.000  3664879.2118       1409190.8856          5009617.9781  6 
2018/10/29 01:51:58.000  3664881.5630       1409190.1646          5009618.2900  6 
2018/10/29 01:51:59.000  3664881.0291       1409190.9837          5009617.7368  6 
2018/10/29 01:52:00.000  3664880.8994       1409190.4102          5009618.2245  6 
2018/10/29 01:52:01.000  3664881.1953       1409189.0781          5009617.5299  6 
2018/10/29 01:52:02.000  3664879.9291       1409190.7736          5009618.3701  6 
2018/10/29 01:52:03.000  3664882.0161       1409189.4380          5009618.7244  1 
2018/10/29 01:52:04.000  3664880.4391       1409189.0859          5009617.4948  1 
2018/10/29 01:52:05.000  3664880.1185       1409189.4287          5009619.3064  1 
2018/10/29 01:52:06.000  3664879.8680       1409191.0499          5009618.4735  6 
2018/10/29 01:52:07.000  3664880.9851       1409188.8157          5009618.8826  6 
2018/10/29 01:52:08.000  3664881.8470          1409190.2790          5009618.3275  6 
2018/10/29 01:52:09.000  3664880.6281          1409191.2566          5009619.2978  6 
2018/10/29 01:52:10.000  3664880.6014          1409190.0312          5009618.8796  6 
2018/10/29 01:52:11.000  3664880.5109          1409191.4936          5009618.0697  6 
2018/10/29 01:52:12.000  3664881.2403          1409189.6805          5009618.3442  6 
2018/10/29 01:52:13.000  3664881.9228          1409189.7453          5009618.8595  6 
2018/10/29 01:52:14.000  3664882.3706          1409190.4722          5009618.5297  6 
2018/10/29 01:52:15.000  3664880.9939          1409189.2107          5009618.8869  1 
2018/10/29 01:52:16.000  3664881.7581          1409190.2593          5009617.5430  1 
2018/10/29 01:52:17.000  3664881.0557          1409189.5688          5009616.7793  1 
2018/10/29 01:52:18.000  3664881.4978          1409191.3158          5009618.3253  1 
2018/10/29 01:52:19.000  3664880.2441          1409190.5628          5009618.7434  1 
2018/10/29 01:52:20.000  3664881.9381          1409190.3965          5009617.5416  6 
2018/10/29 01:52:21.000  3664880.4658          1409190.0842          5009617.6201  6 
2018/10/29 01:52:22.000  3664881.2634          1409189.9078          5009618.6585  6 
2018/10/29 01:52:23.000  3664881.0539          1409190.1291          5009617.4453  6 
2018/10/29 01:52:24.000  3664879.7353          1409190.0846          5009618.8676  6 
2018/10/29 01:52:25.000  3664880.2033          1409189.8887          5009617.3186  6 
2018/10/29 01:52:26.000  3664880.6454          1409189.8051          5009619.4444  6 
2018/10/29 01:52:27.000  3664880.8523          1409190.0764          5009618.9738  6 
2018/10/29 01:52:28.000  3664880.5962          1409189.7842          5009618.2391  6 
2018/10/29 01:52:29.000  3664881.6354          1409191.1689          5009616.6854  6 
2018/10/29 01:52:30.000  3664880.0629     1409189.3535          5009617.4178  6 
2018/10/29 01:52:31.000  3664881.1733     1409189.5267          5009619.0930  6 
2018/10/29 01:52:32.000  3664880.8667     1409191.2944          5009617.9455  6 
2018/10/29 01:52:33.000  3664880.1827     1409191.1708          5009619.8346  6 
2018/10/29 01:52:34.000  3664879.6386     1409191.0470          5009618.8012  1 
2018/10/29 01:52:35.000  3664881.2057     1409190.8476          5009618.9971  1 
2018/10/29 01:52:36.000  3664880.8154     1409191.1814          5009618.4734  1 
2018/10/29 01:52:37.000  3664879.2724     1409190.4869          5009617.2916  1 
2018/10/29 01:52:38.000  3664881.2775     1409190.0819          5009617.5473  1 
2018/10/29 01:52:39.000  3664881.2454     1409189.8415          5009618.4968  1 
2018/10/29 01:52:40.000  3664879.7237     1409190.0864          5009618.5615  1 
2018/10/29 01:52:41.000  3664881.3259     1409189.1692          5009619.3712  1 
2018/10/29 01:52:42.000  3664879.5721     1409190.3028          5009617.8587  1 
2018/10/29 01:52:43.000  3664879.5360     1409191.3537          5009618.0501  6 
2018/10/29 01:52:44.000  3664881.0671     1409190.4039          5009618.4019  6 
2018/10/29 01:52:45.000  3664881.4260     1409188.8662          5009618.5409  6 
2018/10/29 01:52:46.000  3664881.5759     1409191.0518          5009617.7520  6 
2018/10/29 01:52:47.000  3664880.2221     1409191.4452          5009618.9618  6 
2018/10/29 01:52:48.000  3664880.9354          1409191.2042          5009617.7934  6 
2018/10/29 01:52:49.000  3664881.1497          1409190.9132          5009618.3032  6 
2018/10/29 01:52:50.000  3664880.6015          1409189.2508          5009618.1267  6 
2018/10/29 01:52:51.000  3664881.5690          1409190.1643          5009618.2103  6 
2018/10/29 01:52:52.000  3664880.2376          1409188.9625          5009620.0934  6 
2018/10/29 01:52:53.000  3664880.3948          1409189.8459          5009617.4721  6 
2018/10/29 01:52:54.000  3664881.9494          1409190.9378          5009617.9960  6 
2018/10/29 01:52:55.000  3664882.4901          1409189.8481          5009619.5883  6 
2018/10/29 01:52:56.000  3664880.0415          1409189.7830          5009618.3575  6 
2018/10/29 01:52:57.000  3664880.9277          1409190.3076          5009618.4669  6 
2018/10/29 01:52:58.000  3664880.9820          1409189.8968          5009618.3786  6 
2018/10/29 01:52:59.000  3664880.6644          1409190.0989          5009617.9148  6 
2018/10/29 01:53:00.000  3664880.9351          1409190.5560          5009618.1121  6 
2018/10/29 01:53:01.000  3664881.2113          1409191.1442          5009617.2700  6 
2018/10/29 01:53:02.000  3664881.1261          1409192.0090          5009618.4089  6 
2018/10/29 01:53:03.000  3664879.3662          1409189.4070          5009616.7747  6 
2018/10/29 01:53:04.000  3664882.4033          1409189.3526          5009619.2657  6 
2018/10/29 01:53:05.000  3664880.4067          1409190.9239          5009617.0756  6 
2018/10/29 01:53:06.000  3664881.0328          1409190.6480          5009618.5185  6 
2018/10/29 01:53:07.000  3664880.8890          1409190.7322          5009618.6677  6 
2018/10/29 01:53:08.000  3664881.3415          1409190.7622          5009618.1541  6 
2018/10/29 01:53:09.000  3664881.0471          1409188.7877          5009616.9060  6 
2018/10/29 01:53:10.000  3664880.3306          1409190.1828          5009618.5156  6 
2018/10/29 01:53:11.000  3664881.7399          1409191.1671          5009617.3478  6 
2018/10/29 01:53:12.000  3664880.4292          1409191.3432          5009618.5105  6 
2018/10/29 01:53:13.000  3664880.7366          1409190.8693          5009618.2422  6 
2018/10/29 01:53:14.000  3664880.9974          1409190.8830          5009618.1818  6 
2018/10/29 01:53:15.000  3664880.8531          1409191.0148          5009618.7643  6 
2018/10/29 01:53:16.000  3664880.5230          1409190.7790          5009619.8016  6 
2018/10/29 01:53:17.000  3664881.3735          1409191.0271          5009616.8956  6 
2018/10/29 01:53:18.000  3664881.9939          1409190.6751          5009618.5569  6 
2018/10/29 01:53:19.000  3664880.9344     1409190.6419          5009618.1546  6 
2018/10/29 01:53:20.000  3664880.4344     1409190.9160          5009617.9687  6 
2018/10/29 01:53:21.000  3664881.1323     1409191.8335          5009618.4881  6 
2018/10/29 01:53:22.000  3664881.1302     1409189.3927          5009618.2740  6 
2018/10/29 01:53:23.000  3664881.3098     1409189.4706          5009619.1849  6 
2018/10/29 01:53:24.000  3664881.3310     1409189.6079          5009617.9688  6 
2018/10/29 01:53:25.000  3664881.6144     1409188.9934          5009619.2727  6 
2018/10/29 01:53:26.000  3664879.8121     1409190.6124          5009618.1628  6 
2018/10/29 01:53:27.000  3664881.1161     1409191.5700          5009619.0243  6 
2018/10/29 01:53:28.000  3664880.7258     1409190.0351          5009617.6305  6 
2018/10/29 01:53:29.000  3664881.4062     1409190.8852          5009618.3253  6 
2018/10/29 01:53:30.000  3664879.6331     1409191.0656          5009617.8282  6 
2018/10/29 01:53:31.000  3664881.3429          1409190.0175          5009618.5612  6 
2018/10/29 01:53:32.000  3664880.8217          1409190.5491          5009617.3942  6 
2018/10/29 01:53:33.000  3664881.1820          1409189.9782          5009619.7431  6 









































