a: -0.000219015
b: 3664882.3060577167
f(x): ax + b
Coordinate: X
============================================================================================================================================================================================================================================================================================================
SoD             error in %      
6263.0      	1.01e-06    	
6264.0      	1.57e-06    	
6265.0      	2.914e-05   	
6266.0      	1.186e-05   	
6267.0      	1.496e-05   	
6268.0      	1.522e-05   	
6269.0      	1.03e-06    	
6270.0      	4.91e-06    	
6271.0      	2.993e-05   	
6272.0      	1.63e-05    	
6273.0      	4.6e-07     	
6274.0      	1.697e-05   	
6275.0      	9.91e-06    	
6276.0      	1.05e-05    	
6277.0      	3.697e-05   	
6278.0      	2.716e-05   	
6279.0      	8.59e-06    	
6280.0      	1e-05       	
6281.0      	1.146e-05   	
6282.0      	4.098e-05   	
6283.0      	9.1e-07     	
6284.0      	1.102e-05   	
6285.0      	1.162e-05   	
6286.0      	6.27e-06    	
6287.0      	1.028e-05   	
6288.0      	1.142e-05   	
6289.0      	3.011e-05   	
6290.0      	8.9e-07     	
6291.0      	5.2e-06     	
6292.0      	1.62e-05    	
6293.0      	1.794e-05   	
6294.0      	2.495e-05   	
6295.0      	1.243e-05   	
6296.0      	2.651e-05   	
6297.0      	1.562e-05   	
6298.0      	9.79e-06    	
6299.0      	2.492e-05   	
6300.0      	2.45e-06    	
6301.0      	2.06e-05    	
6302.0      	2.005e-05   	
6303.0      	3.308e-05   	
6304.0      	4.236e-05   	
6305.0      	7.88e-06    	
6306.0      	9.95e-06    	
6307.0      	1.754e-05   	
6308.0      	4.999e-05   	
6309.0      	2.031e-05   	
6310.0      	1.614e-05   	
6311.0      	6.36e-06    	
6312.0      	4.73e-06    	
6313.0      	2.735e-05   	
6314.0      	4.2e-06     	
6315.0      	4.272e-05   	
6316.0      	1.3e-06     	
6317.0      	1.64e-06    	
6318.0      	1.063e-05   	
6319.0      	1.223e-05   	
6320.0      	2.082e-05   	
6321.0      	4.9e-06     	
6322.0      	1.726e-05   	
6323.0      	8e-06       	
6324.0      	7.82e-06    	
6325.0      	2.061e-05   	
6326.0      	1.504e-05   	
6327.0      	8.79e-06    	
6328.0      	4.296e-05   	
6329.0      	7.8e-06     	
6330.0      	1.623e-05   	
6331.0      	1.905e-05   	
6332.0      	2.09e-05    	
6333.0      	6.8e-06     	
6334.0      	1.8e-05     	
6335.0      	3.63e-06    	
6336.0      	1.35e-06    	
6337.0      	4.103e-05   	
6338.0      	3.1e-07     	
6339.0      	2.384e-05   	
6340.0      	1.32e-05    	
6341.0      	5.8e-07     	
6342.0      	1.155e-05   	
6343.0      	1.594e-05   	
6344.0      	3.76e-05    	
6345.0      	2.47e-06    	
6346.0      	2.64e-06    	
6347.0      	2.304e-05   	
6348.0      	2.65e-05    	
6349.0      	4.07e-06    	
6350.0      	2.87e-06    	
6351.0      	5.6e-06     	
6352.0      	5.94e-06    	
6353.0      	8.88e-06    	
6354.0      	1.318e-05   	
6355.0      	1.982e-05   	
6356.0      	8.2e-06     	
6357.0      	2.4e-07     	
6358.0      	2.62e-06    	
6359.0      	1.37e-05    	
6360.0      	3.191e-05   	
6361.0      	3.8e-07     	
6362.0      	8.16e-06    	
6363.0      	1.61e-05    	
6364.0      	4.45e-06    	
6365.0      	4.94e-06    	
6366.0      	5.2e-07     	
6367.0      	2.722e-05   	
6368.0      	1.51e-06    	
6369.0      	1.336e-05   	
6370.0      	5.1e-07     	
6371.0      	2.201e-05   	
6372.0      	3.584e-05   	
6373.0      	1.509e-05   	
6374.0      	7.46e-06    	
6375.0      	1.424e-05   	
6376.0      	1.18e-05    	
6377.0      	1.064e-05   	
6378.0      	5.22e-06    	
6379.0      	7.47e-06    	
6380.0      	1.086e-05   	
6381.0      	1.325e-05   	
6382.0      	2.74e-06    	
6383.0      	4.341e-05   	
6384.0      	1.985e-05   	
6385.0      	1.96e-06    	
6386.0      	1.094e-05   	
6387.0      	1.213e-05   	
6388.0      	8.88e-06    	
6389.0      	2.003e-05   	
6390.0      	3.767e-05   	
6391.0      	4.109e-05   	
6392.0      	1.682e-05   	
